〜箇月, 〜ヶ月	かげつ			[sound:〜箇月, 〜ヶ月_b.mp3][sound:〜箇月, 〜ヶ月_g.mp3]	私は六ヶ月前に煙草を止めた。	I quit smoking six months ago.	…месяца (временной отрезок, с числ.)			время	время	157	375	JLPT5
掛ける	かける	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>け</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>る</span>			[sound:掛ける_b.mp3][sound:掛ける_g.mp3]			звонить по телефону - 電話をかける, надевать очки - 「眼鏡をかける」			глагол	глагол	158	547	JLPT5
傘	かさ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>さ</span>			[sound:傘_b.mp3][sound:傘_g.mp3]			зонт			сущ	одежда	159	90	JLPT5
貸す	かす	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>す</span>			[sound:貸す_b.mp3][sound:貸す_g.mp3]			одалживать, давать взаймы			глагол	глагол	160	548	JLPT5
風邪	かぜ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ぜ</span>			[sound:風邪_b.mp3][sound:風邪_g.mp3]			простуда, грипп			сущ	медицина	161	41	JLPT5
風	かぜ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ぜ</span>			[sound:風_b.mp3][sound:風_g.mp3]			ветер			сущ	природа	162	26	JLPT5
家族	かぞく	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ぞ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>く</span>			[sound:家族_b.mp3][sound:家族_g.mp3]			семья			сущ	семья	163	115	JLPT5
方	かた	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>た</span>			[sound:方_b.mp3][sound:方_g.mp3]			человек, лицо (вежл)			сущ	люди	164	57	JLPT5
片仮名	かたかな	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>な</span>			[sound:片仮名_b.mp3][sound:片仮名_g.mp3]			катакана			сущ	речь	165	251	JLPT5
〜月	がつ			[sound:〜月_b.mp3][sound:〜月_g.mp3]			с числ. название месяца			время	время	166	376	JLPT5
学校	がっこう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>が</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>っ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>こ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span>			[sound:学校_b.mp3][sound:学校_g.mp3]			школа			сущ	учеба	167	132	JLPT5
角	かど	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ど</span>			[sound:角_b.mp3][sound:角_g.mp3]			угол (внешний)			сущ	сущ	168	133	JLPT5
家内	かない	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>な</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:家内_b.mp3][sound:家内_g.mp3]			жена (о 1 лице)			сущ	семья	169	116	JLPT5
鞄	かばん	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ば</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span>			[sound:鞄_b.mp3][sound:鞄_g.mp3]			чемодан, портфель			сущ	одежда	170	91	JLPT5
花瓶	かびん	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>び</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span>			[sound:花瓶_b.mp3][sound:花瓶_g.mp3]			цветочная ваза			сущ	посуда	171	85	JLPT5
被る	かぶる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ぶ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>る</span>			[sound:被る_b.mp3][sound:被る_g.mp3]			надевать на голову, обливаться, быть обсыпанным, покрытым…, брать на себя (вину)			глагол	глагол	172	549	JLPT5
紙	かみ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>み</span>			[sound:紙_b.mp3][sound:紙_g.mp3]			бумага			сущ	сущ	173	134	JLPT5
カメラ	カメラ			[sound:カメラ_b.mp3][sound:カメラ_g.mp3]			фотоаппарат			гайрайго	гайрайго	174	322	JLPT5
火曜日	かようび	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>よ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>び</span>		"<img src=""paste_1633264799241.webp"">"	[sound:火曜日_b.mp3][sound:火曜日_g.mp3]			вторник			дни недели	дни недели	175	58	JLPT5
辛い	からい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ら</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>		"<img src=""paste_1633257523316.webp"">"	[sound:辛い_b.mp3][sound:辛い_g.mp3]	火曜日はお暇ですか。	Вы свободны во вторник?	острый, горький, крепкий, пересоленный			прилагательное	прилагательное	176	252	JLPT5
体	からだ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ら</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>だ</span>			[sound:体_b.mp3][sound:体_g.mp3]			переносное значение здоровье			сущ	части тела	177	13	JLPT5
借りる	かりる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>り</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:借りる_b.mp3][sound:借りる_g.mp3]			брать взаймы, занимать			глагол	глагол	178	550	JLPT5
〜がる	がる			[sound:〜がる_b.mp3][sound:〜がる_g.mp3]			чувствовать…			суф	суф	179	647	JLPT5
軽い	かるい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:軽い_b.mp3][sound:軽い_g.mp3]			легкий			прилагательное	прилагательное	180	253	JLPT5
カレンダー	カレンダー			[sound:カレンダー_b.mp3][sound:カレンダー_g.mp3]			календарь			гайрайго	гайрайго	181	323	JLPT5
川、河	かわ		"<img src=""paste_1633264940480.webp"">"	[sound:川、河_b.mp3][sound:川、河_g.mp3]	このカレンダーはどこにかけましょうか。	Where should I hang this calendar?	река			сущ	природа	182	27	JLPT5
〜側	がわ			[sound:〜側_b.mp3][sound:〜側_g.mp3]			сторона			суф	суф	183	648	JLPT5
可愛い	かわいい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>わ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:可愛い_b.mp3][sound:可愛い_g.mp3]			милый, славный, прелестный, хорошенький			прилагательное	прилагательное	184	254	JLPT5
漢字	かんじ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>じ</span>			[sound:漢字_b.mp3][sound:漢字_g.mp3]			иероглиф, кандзи			сущ	речь	185	255	JLPT5
木	き	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span>			[sound:木_b.mp3][sound:木_g.mp3]			дерево			сущ	природа	186	28	JLPT5
黄色い	きいろい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ろ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:黄色い_b.mp3][sound:黄色い_g.mp3]			желтый			прилагательное	прилагательное	187	256	JLPT5
消える	きえる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>え</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:消える_b.mp3][sound:消える_g.mp3]			гаснуть, быть потушенным, пропадать, таять, исчезать			глагол	глагол	188	551	JLPT5
聞く	きく	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>く</span>			[sound:聞く_b.mp3][sound:聞く_g.mp3]			слышать, слушать, узнавать, спрашивать			глагол	глагол	189	552	JLPT5
北	きた	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span>			[sound:北_b.mp3][sound:北_g.mp3]			север			сущ	геогр	190	178	JLPT5
ギター	ギター			[sound:ギター_b.mp3][sound:ギター_g.mp3]			гитара			гайрайго	гайрайго	191	324	JLPT5
汚い	きたない	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>た</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>な</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>		"<img src=""paste_1633258563454.webp"">"	[sound:汚い_b.mp3][sound:汚い_g.mp3]			грязный, запачканный, подлый, низкий			прилагательное	прилагательное	192	257	JLPT5
喫茶点	きっさてん			[sound:喫茶点_b.mp3][sound:喫茶点_g.mp3]			кафе			сущ	город	193	187	JLPT5
切手	きって	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>っ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>て</span>			[sound:切手_b.mp3][sound:切手_g.mp3]			(почтовая) марка			сущ	почта	194	258	JLPT5
切符	きっぷ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>っ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ぷ</span>			[sound:切符_b.mp3][sound:切符_g.mp3]			билет, талон			сущ	сущ	195	135	JLPT5
昨日	きのう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>の</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>う</span>			[sound:昨日_b.mp3][sound:昨日_g.mp3]			вчера			время	время	196	377	JLPT5
九	きゅう	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>きゅ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>う</span>		"<img src=""paste_1633258673446.webp"">"	[sound:九_b.mp3][sound:九_g.mp3]			девять			числа	числа	197	662	JLPT5
牛肉	ぎゅうにく	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ぎゅ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>に</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>く</span>			[sound:牛肉_b.mp3][sound:牛肉_g.mp3]			говядина			сущ	еда	198	42	JLPT5
牛乳	ぎゅうにゅう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ぎゅ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>にゅ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span>			[sound:牛乳_b.mp3][sound:牛乳_g.mp3]			молоко			сущ	еда	199	43	JLPT5
今日	きょう	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>きょ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>う</span>			[sound:今日_b.mp3][sound:今日_g.mp3]			сегодня			время	время	200	378	JLPT5
教室	きょうしつ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>きょ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>し</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span>			[sound:教室_b.mp3][sound:教室_g.mp3]			класс, аудитория (помещение)			сущ	учеба	201	136	JLPT5
兄弟	きょうだい	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>きょ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>だ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>い</span>		"<img src=""paste_1633257306141.webp"">"	[sound:兄弟_b.mp3][sound:兄弟_g.mp3]			братья 			сущ	семья	202	117	JLPT5
去年	きょねん	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>きょ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ね</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ん</span>			[sound:去年_b.mp3][sound:去年_g.mp3]			прошлый год			время	время	203	379	JLPT5
嫌い	きらい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ら</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:嫌い_b.mp3][sound:嫌い_g.mp3]			нелюбимый, вызывающий отвращение (на)			прилагательное	прилагательное	204	259	JLPT5
切る、斬る	きる			[sound:切る、斬る_b.mp3][sound:切る、斬る_g.mp3]			резать, прерывать, сбавлять			глагол	глагол	205	553	JLPT5
着る	きる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span>			[sound:着る_b.mp3][sound:着る_g.mp3]			надевать одежду			глагол	глагол	206	554	JLPT5
奇麗	きれい	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>れ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:奇麗_b.mp3][sound:奇麗_g.mp3]			красивый, чистый			прилагательное	прилагательное	207	260	JLPT5
キロ（グラム）	キロ（グラム）			[sound:キロ（グラム）_b.mp3][sound:キロ（グラム）_g.mp3]			килограмм, километр, kilogramme (франц.)			гайрайго	гайрайго	208	325	JLPT5
キロ（メートル）	キロ（メートル）			[sound:キロ（メートル）_b.mp3][sound:キロ（メートル）_g.mp3]			километр, kilomètre (франц.)			гайрайго	гайрайго	209	326	JLPT5
銀行	ぎんこう	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ぎ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>こ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span>			[sound:銀行_b.mp3][sound:銀行_g.mp3]			банк			сущ	экономика	210	137	JLPT5
金曜日	きんようび	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>き</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>よ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>び</span>			[sound:金曜日_b.mp3][sound:金曜日_g.mp3]			пятница			дни недели	дни недели	211	59	JLPT5
九	く	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span>			[sound:九_b.mp3][sound:九_g.mp3]			девять			числа	числа	212	663	JLPT5
薬	くすり	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>す</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>り</span>		"<img src=""paste_1633264036470.webp"">"	[sound:薬_b.mp3][sound:薬_g.mp3]			лекарство			сущ	медицина	213	44	JLPT5
下さい	ください	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>だ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>さ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:下さい_b.mp3][sound:下さい_g.mp3]			пожалуйста			сущ	сущ	214	138	JLPT5
果物	くだもの	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>だ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>も</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>の</span>			[sound:果物_b.mp3][sound:果物_g.mp3]			фрукты			сущ	еда	215	45	JLPT5
口	くち	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ち</span>			[sound:口_b.mp3][sound:口_g.mp3]			рот,губы, язык, речь			сущ	части тела	216	14	JLPT5
靴	くつ	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>つ</span>			[sound:靴_b.mp3][sound:靴_g.mp3]			обувь, туфли, ботинки			сущ	одежда	217	92	JLPT5
靴下	くつした	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>し</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>た</span>			[sound:靴下_b.mp3][sound:靴下_g.mp3]			носки			сущ	одежда	218	93	JLPT5
国	くに	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>に</span>			[sound:国_b.mp3][sound:国_g.mp3]			страна, государство			сущ	геогр	219	179	JLPT5
曇る	くもる	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>も</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>る</span>			[sound:曇る_b.mp3][sound:曇る_g.mp3]			становиться пасмурным			глагол	глагол	220	555	JLPT5
暗い	くらい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ら</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>い</span>			[sound:暗い_b.mp3][sound:暗い_g.mp3]			темный, пасмурный, несведущий			прилагательное	прилагательное	221	261	JLPT5
〜位	くらい／ぐらい			[sound:〜位_b.mp3][sound:〜位_g.mp3]			приблизительно….			частицы	союз, частица	222	688	JLPT5
クラス	クラス			[sound:クラス_b.mp3][sound:クラス_g.mp3]			класс			гайрайго	гайрайго	223	327	JLPT5
グラス	グラス			[sound:グラス_b.mp3][sound:グラス_g.mp3]			стакан			гайрайго	гайрайго	224	328	JLPT5
来る	くる	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>る</span>			[sound:来る_b.mp3][sound:来る_g.mp3]			приходить			глагол	глагол	225	556	JLPT5
車	くるま	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>る</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ま</span>			[sound:車_b.mp3][sound:車_g.mp3]			колесо, автомобиль, вагон, телега			сущ	транспорт	226	207	JLPT5
黒い	くろい	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>く</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ろ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>い</span>			[sound:黒い_b.mp3][sound:黒い_g.mp3]			черный 			прилагательное	прилагательное	227	262	JLPT5
今朝	けさ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>け</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>さ</span>			[sound:今朝_b.mp3][sound:今朝_g.mp3]			сегодня утром			время	время	228	380	JLPT5
消す	けす	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>け</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>す</span>			[sound:消す_b.mp3][sound:消す_g.mp3]	今朝はとても寒かった。	Было очень холодно утром.	тушить, гасить, стирать, вычеркивать			глагол	глагол	229	557	JLPT5
結構	けっこう				[sound:結構_b.mp3][sound:結構_g.mp3]			прекрасный, великолепный (на) - , (дэс) достаточно, вполне			прилагательное	прилагательное	230	263	JLPT5
結婚（する）	けっこん			[sound:結婚（する）_b.mp3][sound:結婚（する）_g.mp3]			брак, женитьба, замужество			сущ	семья	231	118	JLPT5
月曜日	げつようび	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>げ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>つ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>よ</span><span style='padding:1px;border-left:1px solid rgba(190,242,100);border-bottom:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>び</span>			[sound:月曜日_b.mp3][sound:月曜日_g.mp3]			понедельник			дни недели	дни недели	232	60	JLPT5
玄関	げんかん	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>げ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ん</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>か</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ん</span>			[sound:玄関_b.mp3][sound:玄関_g.mp3]			подъезд, передняя			сущ	дом	233	208	JLPT5
元気	げんき	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>げ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>ん</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>き</span>			[sound:元気_b.mp3][sound:元気_g.mp3]			бодрость, энергия, хорошее настроение, здоровье			наречие	наречие	234	487	JLPT5
〜個	こ			[sound:〜個_b.mp3][sound:〜個_g.mp3]			сч суф мелких предметов (штука)			сч. Суффиксы	сч. Суффиксы	235	693	JLPT5
〜語	ご			[sound:〜語_b.mp3][sound:〜語_g.mp3]			..язык (суф. названия языка)			суф	суф	236	649	JLPT5
五	ご	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>ご</span>			[sound:五_b.mp3][sound:五_g.mp3]			пять			числа	числа	237	664	JLPT5
公園	こうえん	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>こ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>え</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span>			[sound:公園_b.mp3][sound:公園_g.mp3]			парк, сквер			сущ	город	238	188	JLPT5
交番	こうばん	<span style='padding:1px;border-bottom:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>こ</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>う</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ば</span><span style='padding:1px;border-top:1px solid rgba(190,242,100);'>ん</span>			[sound:交番_b.mp3][sound:交番_g.mp3]			полицейский пост, будка			сущ	город	239	189	JLPT5
声	こえ	<span style='padding:1px;border-top:1px solid rgba(190,242,100);border-right:1px solid rgba(190,242,100);'>こ</span><span style='padding:1px;border-bottom:1px solid rgba(190,242,100);'>え</span>			[sound:声_b.mp3][sound:声_g.mp3]			голос			сущ	речь	240	264	JLPT5
コート	コート			[sound:コート_b.mp3][sound:コート_g.mp3]			пальто			гайрайго	гайрайго	241	329	JLPT5
